총리 이소리 저소리 하지말고 가거라. 국민들이 바보냐?,부정
이 양반아 입이라고 함부로말하는거아닐세. 참 나쁜 인간이야. 그깟정치 권력야욕하나로 어거지쓰는 당신 참 안됐어. 총리,부정
더불어 민주당 개쌍년,부정
문재인 Great!  ☆☆☆☆☆,긍정
역시 능구렁이식 답변... 빙빙 돌리지 말고 솔직하게 심플하게 답변 좀 해라... 황교안,긍정
총리 요번에 국회의원 되것나...가소로운시키,부정
역대급 내로남불 사이비.. 문재인,부정
황교안 3년간봐왔는데 이런사람도없다 응원한다 진짜,부정
뭐하나 아는게 없네? 총리,부정
더불어 민주당 왜사니... 너무 무식하네 저런놈들 뽑지 좀 맙시다,부정
"더불어 민주당 이 개자식이 미첬구나,,,완전치매증상이네,,,",부정
넌 안된다 평소 발언 소신 용서해도 표결에서 배신한넌 무슨말을해도 넌아니다 문재인,부정
경로당가서 이제 쉬세요~~~ 더불어 민주당,부정
문재인 인간쓰레기 더럽고 추악한짓은 골라서하는구나 늙어서 추하디못해 구역질난다 한심한 쓰레기야,부정
미췬엑스는 자동패스 총리,부정
참 줏대없네요! ㅉㅉ 문재인,부정
같은 현명한 국회의원들이 많아지길 황교안,부정
총리 진짜 대가리에 든것이라고는 1도 없으면서 자화자찬하고 지랄이네,부정
이낙연 속 보인다 정말,부정
문재인 당신이  진짜 영웅 입니다~^^♡,긍정
진짜 능구렁이임. 인정 하는듯 마는듯 비판하는듯 마는듯. 전형적인 그 짝 스타일임. 자한당,긍정
진짜 더럽다 이쉐기야 이낙연,부정
우리의 영웅입니다.... 황교안,부정
내년 총선때 패배의 맛을 보게 될것이다~! 이낙연,부정
그냥 불출마 선언해라~ 자한당,긍정
총리 왜 이제 니들도 찔리는게 너무많치? 죄없는데 보복하냐?죄잇음 죗값받는게 하늘의 이치인데..정치보복?,부정
이낙연 이분 참 인품이 괜찮은 분,긍정
이낙연 닌 뭐냐?,부정
역시 내로남불 좌빨 총리,부정
자한당 아직도 선동이 먹힐거라고 생각하나봐 니들은 ㅋㅋ 계속 그래라~~,긍정
늙으서 쓰레기가 됐네 자한당,긍정
더불어 민주당 너는 좀닥치고있자~~~~,부정
더불어 민주당 하여튼 날조도 수준급ㅋㅋㅋㅋ,부정
더불어 민주당 정말 야비하고 간사스러운 별별 잔머리를 다쓴다 거기에 속는 국민들 바보같아 딱 보면 모르냐,부정
총리 국민들 스트레스 받습니다. 배신의 아이콘들,부정
나경원이는  자한당 지지자들도  아주  시러함..  잡혀  들어가거나  말거나  얼굴  안보였으면  좋겠다고 함..ㅋㅋ 그만  내려와라...,중립
"나쁜짓 했으면 벌 받아야지

무신 정치보복 운운 하는지 

쓰레기 같은 인간들 ㅠㅠ 황교안",긍정
자한당 월급주는게 아깝다.,긍정
니 계좌 뭐볼거있다고 들여다보냐? 니 똥꼬나 들여다봐라...ㅋㅋㅋ 문재인,부정
필요없다..... 이낙연,부정
솔직하게 사과해라 빙빙돌려서 변명하지말고! 자한당,긍정
"입은 너무 가벼워,~~~~ 황교안",긍정
총리 남 까는것 기획 말고는 아는 것도 하려는 것도 없는 악마 정권. 탈쓴 악마들 집합체. 닭 때고다도 더 싫다.,부정
자한당 모두 처벌합시다 아주 강한처벌,긍정
언제 정신차리냐ㅋㅋㅋㅋㅋㅋㅋ 자한당,긍정
다스다스다스,중립
당의 의견과 다른 의견을 냈다고 냅다 조지는 모습이 마치 공산당같다 문재인,부정
재수없는 쓰레기당.. 이낙연,부정
총리 그래도 제일 똑똑하네,긍정
하는 짓마다 반국가적이고 하는 말마다 거짓으로 가득차있다.  더불어 민주당,부정
자한당 생쑈 그만해 진짜,긍정
문재인 당신을 응원합니다. 소신있는 정치인,긍정
출당을 요구합니다 황교안,긍정
저런 추잡 난 너가 넘 싫다 글고 표준말 좀 써라. 은근히 전라도 표심 얻으려... 자한당,긍정
쪽팔린다. 대통령이 치매라면 총리라도 제대로 된 분을 앉혔어야 되는건데 . . .  쩝!이게 뭡니까?  이 정도면 이제는 막 가자는 거지요? 황교안,긍정
책임물테니 기다리세요,중립
더불어민주당 당연하고 지당하신 말씀입니다.,긍정
왜자꾸기어나오는거야 새해첫날부터 재수없게 18 놈 더불어 민주당,부정
자한당 진짜 멋지신 분,부정
그냥 지들뜻 관철 안될거면 국회 올스톱하잔 의도밖에 없다고 봅니다. 이낙연,부정
문재인 돌아이,부정
민생 법안은 안중에도 없고 지들 밥그릇 챙기기에만급급 각오해라. 더불어 민주당,부정
더불어 민주당을 몰아내자…나도 니들 꼴뵈기 싫다 때 니들도 단식도 하고 때려 부수고 다해~~,부정
기대가 큽니다 문재인,긍정
국회의원   으로서   다른의견을   가질수있다.  그러나  당에서   하는일에   너무부정   하는것도   올치않은다   그런다고   그의원을   심하게   다그치고  심한말로   하는것은   안됀다.,중립
"나쁜짓 했으면 벌 받아야지

무신 정치보복 운운 하는지 

쓰레기 같은 인간들 ㅠㅠ 더불어 민주당",부정
배나무 밑에서 갓끈을 고쳐매지 말라 했는데..그렇게 실력이 뛰어나면 5년후에 나오던지..괜히 의심받을 행동을 왜하나 몰러,중립
황교안 11시간 압수수색 운운하며 국민을 오도한데 대해서는 사과 안하나?,긍정
올해의 의인! 총리,긍정
여긴 다이아수저. 정유라 찐따됨ㅋㅋㅋㅋㅋㅋ,중립
문재인 봐도 봐도 참 일 잘한다..,긍정
자한당 국민이 지켜보고 있다는 걸 잊지마라.. 국민을 무시하는건 어떤 놈도 어떤 당도 필요 없다.,긍정
추하다..권력에 기생하는 더러운 좌파인간..역겹다..탐욕에 걸씬 걸린 인간. 총리,부정
개소리 하고 있네  그럼 니가 대안을 내놔야 하는거 아니냐 대안도 없는 것이 뭔 개소리야 검찰 범죄 집단 옹호하는 소리로 밖에 안 들린다 총리,부정
한국정치사에 큰 획을 긋긴 했지. 잡탕으로 섞어찌개 만든 유일무이한 정당. 근데 둘 다 어차피 아무도 관심없는 인사들이라 그러던지 말던지..,중립
최고 이낙연,긍정
"갑자기 안경 쓰셨네..

쫌더 거슬리내요..",중립
더불어 민주당 너희들은 내년 총선때 패배의 맛을 보게 될것이다~!,부정
이씨끼는 dog 놈이네 에라이 천벌 받을 놈아 !!! 자한당,긍정
꺼지세요 이낙연,부정
이낙연 웃기고 자빠졌네. 야비한인간,부정
진짜 추하게 정치하네 황교안,긍정
자신 혼자만의 생각으로 결정할것 같았으면 국회의원 집어 치우고 그냥 자연인으로 사는게 옳은게 아닌가? 당원을 대표한 국회의원이 당과 당원의 뜻을 거슬르는게 옳은 정치인가? 황교안,긍정
총리 조선시대 당파싸움으로 나라 말아먹은 놈들과 다를게 뭐겠노?,부정
이낙연 자랑스럽고 고맙습니다,긍정
왜 가만히 있냐? 더불어 민주당,부정
화이팅 끝까지 갑시다 총리,긍정
총리 북조선빨갱이들이랑 친일파면서,부정
황교안 진짜역겹다,긍정
좀 닥쳐줄래 황교안,긍정
누가 넘어오겠니? 넘어가면 모를까?,중립
자한당 쓰레기 같은 작자가 우리나라 국회의장이다! 니 아들 잘있냐?,긍정
새해부터 정신병자 소리 듣고 시작하네 황교안,긍정
무조건 짤라야 한다. 개혁 하랫더니 더러운 무리들과 한통속이 되다니? 더러운 시키 자한당,긍정
황교안 정신차려라,긍정
언제나 응원합니다~~^^ 더불어민주당,긍정
소멸안하나? 총리,부정
문재인 의견 개진한걸 못봤구만 무슨소리냐,부정
더불어민주당 언제나 지지합니다!! 파이팅!!!!!,긍정
더불어 민주당 지가 적폐니깐 쫄리는모양이지 등신,부정
저도 보수인데요..한국당도 참 인물  없죠..어째 저런 사람이 제1야당 당대표라고..,중립
참 나쁜 인간이야.  문재인,부정
거짓의 발언지다. 황교안,긍정
자한당 넌 등 따습고 배부르니 겨울도 좋은 날씨겠지만 어려운사람들에게는 하나도 공감이 안돼는 말이다.,긍정
다음 대통령 되세요 자한당,부정
아가리는 쉴 틈이 없이 개나발을 불고 있구나. 자한당,긍정
되로주고받아라,중립
멋있는 분 늘 존경하는분 자한당,부정
정신차려 총리,부정
문재인 정말 개차반 쓰레기들이군~ 지들 이익만 생각하고 쯧쯧~,부정
문재인 더러운 새끼다.,부정
문재인 지지했던 내가 원망스럽다. 지금이라도 어떤 생각을 가진 사람인 줄 알아서 다행이네,부정
속 보인다 정말 문재인,부정
소신지켜야할때가 지금은 아니지 당에서 토론은 괜히하고 당론 만드냐 절이 싫으면 중이 떠나야지 소신도 상화봐가면 투표하고,중립
담벼락에 묶어놓고 승용차로 여러번 들이받아 죽여버린다. 대형차로 들이받으면 금방 뒤지니까 소형차나 중형차로 여러번 들이받아 죽인다 이낙연,부정
난 니 빻은 얼굴이 더 환멸이나 총리,부정
이낙연 그런 개소리가 먹힐거라 생각하는 돌대가리,부정
총리 자랑스럽습니다 늘 감사드립니다 !!,긍정
더불어 민주당 여야 모두의 비호감,부정
이낙연 국민 세금으로 처먹고 사는 주제에 반말이나하고,부정
총리 수집해서 막 터트리겠지,부정
나쁜연 에 씌유여고 참 추접하구나~~,중립
이 새끼는 왜 안 잡아가누 이낙연,부정
자한당 자유민주주의를 망가트리면 국민이 가만있지 않을 것이다,긍정
그나마 더불어민주당이라도 있어서 다행이다.,긍정
짜뉴스 퍼뜨리지마라 심판 아웃 총리,부정
문재인 부끄러워서 어떻게 고개를 들고 다니나요,부정
자한당 당신이 진정한 영웅 입니다.,부정
닌 뭐냐? 총리,부정
바보니? 황교안,긍정
국민 우롱하냐 이낙연,부정
여기 댓글들보니 공산당 당원들같이 뜻이 틀리면 죽창으로 찔러죽이던 1950년대 미개한 공산당들과 틀릴게 없네 미개한 개돼지들이 이렇게도 많다니 개탄스럽네 ㅋ,중립
아들 꼽고 성공한 세습 자한당,긍정
생쑈 그만해 진짜 자한당,긍정
아베한테 세배 했냐^^ 가라  가라  물건너 니고향  아베에게,중립
당신먼저,중립
야 리얼미턴지 택시미턴지 우리손님100명한테물어봐두 70%이상이사기꾼이란다  조국이 살리자는게 이상하지안니?,중립
총리 국민들 기만하냐,부정
더불어 민주당 너는 치매환자같아. 넋 나간 자식아,부정
보면서 정말다행이다 싶더라 혹시나 반성하고 선거때 표받아가면 어쩌나했는데 말같지도 않은 연설로 국민들에게 다시는 우리를 뽑으면 안됩니다라고 말해주는거 같이 들려서 참 좋은 연설이라고 생각한다 더불어 민주당,부정
황교안 말장난 그만 하세요. 쓰레기. 진심이 전혀 전해지지 않는데 극보와 토착왜구들 난리났네. 좋겠다 그들만의 세상이라. 어차피 국민이 원하는 내부개혁 할 능력 안되니 앞으로 힘들거다. 등신들.,긍정
문재인 검찰 수사부터 받아야지,부정
문재인 빨갱이년아,부정
때문에 대한민국 민주주의 사망했다~ 자한당,긍정
황교안 명불허전 국썅,긍정
이는 깜찍하게 범법이 열가지가 넘네. 황교안,긍정
의견 개진한걸 못봤구만 무슨소리냐 황교안,긍정
말보다 행동을 보여주거라 더불어 민주당,부정
살아있네,중립
황교안 뻔뻔하다,긍정
총리 니네가 그냥나가라,부정
총리 기회주의자같다~ 소신껏 하세요 상관에 복종하고 엄호하는것이 맞는 처신인가~ 목소리 깔고 이것도 아니고저것도 아니고 ~ 그럼 뭔가요?? 가정법에도 단호한 의지와 대답을 할수있어요~,부정
참 나쁜 놈이다 총리,부정
총리 웃기고 자빠졌네. 야비한인간,부정
황교안 이제그만하자 나라를살려야지 ~ 이제줄서지말자 나라꼴을을봐~!,긍정
문재인 이제 여기서도 아웃!!,부정
더불어 민주당 차기 대권을 향한 몸부림이 온 나라를 말아먹고 있다.,부정
더불어 민주당 낮술 드셨는가,부정
돼지 주댕이를 확 마 이낙연,부정
황교안 단어 한글자만 봐도 느그들 생각이 똑똑이 보인다,긍정
구질구질하다진짜. 구질을 넘어서 역겨워서 구역질난다 더불어 민주당,부정
이낙연 당론을 밥먹듯 어기는것은 자신의 정체성과 당의 가치가 맞지 않다는것 그러면 당연히 탈당하는것이 마땅,부정
겸손하다 문재인,긍정
더불어 민주당 진짜 이것들 민주주의역적,부정
단어 한글자만 봐도 느그들 생각이 똑똑이 보인다 황교안,긍정
당장 제명해서 출당해야 한다. 자한당,긍정
황교안 헛소리하는 미친국개의장,긍정
이낙연 역겹다,부정
문재인 사이비교주와 광신도 집단 같은 정치판,부정
너무 약~~해~~,중립
문재인 땡중 돈으로 잘 쳐먹고 살았냐,부정
총리 너를 비난하는거두 정치여..박쥐같은노마.,부정
더불어민주당 공평하다,긍정
이낙연 당장 제명해서 출당해야 한다.,부정
이낙연 그냥 검찰편들며 대충 때우고 지나면 변호사로 복귀해 친분 십분 발휘해 잘먹고 잘살 궁리만할걸,부정
황교안 얼마나 받아 처먹었길래? ㅋㅋ 국민들이 똑똑히 쳐다보고있다.재수없는 쓰레기당..,긍정
이젠 아웃이야. 자한당,긍정
총리 양아치 정치의 끝판왕. 법도 절차도 없다.,부정
꼬봉새끼가 웃기고 있네. 총리,부정
지지했던 내가 원망스럽다. 지금이라도 어떤 생각을 가진 사람인 줄 알아서 다행이네 더불어 민주당,부정
멋진 총리님. 든든합니다.,긍정
문재인 국민들을 개돼지로 아는구나 민생법안은 통과시키자고 제안했잖아 니들이 여론 호도용으로 안받고 있으면서 왜 탓으로 돌리나 ,부정
멋져요 총리,긍정
역시 믿을만한 원내대표  최고다. 황교안,부정
자한당 항상 응원합니다,부정
쓰레기 같은 작자가 우리나라 국회의원이라니 총리,부정
역씨 명불허전...덮어쒸우기... 더불어 민주당,부정
문재인 능구렁이도 상 능구렁이다,부정
황교안 여태 뭐하다가 임기 다 되가니까 별 쇼를 하고있네 진짜ㅋㅋㅋ,긍정
문재인 덕분에 그래도 아직 희망이 있는 것 같네요…,긍정
더불어민주당 차기대통령감,긍정
정치인들 다 구역질 난다. 금메달 따는데 지가 뭔 상관이 있었나? 파렴치... 이낙연,부정
이낙연 굿♡,긍정
문재인 본인은 정치 안한다면서 정치란에서 제일 시끄러우면서 ㅋㅋㅋ,부정
이사람이 뭐라고 국민이 스트레스받는 말같지도않은 소리를 들어야하지? 자한당,긍정
100%  공감한다 이낙연,긍정
이낙연 솔직히 잘못했다해라,부정
황교안 완장차더니 개됐네 그만좀씨브렁거려라,긍정
지에비 랑똑같이 생겨 먹었네 ㅋ,중립
"정치 끝, 지가먼데 튀어볼려고 지랄하네요 황교안",긍정
황교안 이제 다 끝났다   고마해라  너무 피곤하고 짜증난다    이제  모든게  끝나다     사퇴해라,긍정
아니 지금도 자한당에서 민생 내몰라라 하면서 반대를 위한 반대만 해서 국회가 잘 안돌아가는데 의회정치? 의회정치? 뭐 제대로 토론이라도 되겠어? 영국 의회 토론 문화보면서 뭐 느끼는거 없니? 자한당이 그런 문화가 익숙하시것어? 맨날 마스크나 쓰고 플래카드나 붙이고 단체로 때쓰기 퇴장이나 하는 작자들이 성숙한 토론이 되냐 이거야,중립
와 진짜 뻔뻔하다 니네가 그거 걸고 협상짓 했으면서 어디 남탓이야 어린아이 목숨가지고 그러는거 똑똑히 지켜봤고 너네 끝이야 쓰레기들 총리,부정
응원합니다~~~~~~😁😁😁😁😁 황교안,부정
"자한당 국가와 국민을  위해  수고하시네요, 힘내세요, 건강을 두손 모아 빕니다,",부정
철새도래지 집단들의 동상이몽^^,중립
네 다음 뇌썩남 자한당,긍정
황교안 나라 말아먹은 니들이 할말은 아니다 인간들이 양심이 없어 니들이 잘한게 머냐? 니들은 담총선에서 반드시 심판받을거야,긍정
정말 멋있어요. 힘내세요. 노고에 감사드려요. 총리,긍정
돌아이 이낙연,부정
더불어 민주당 너가 당을 떠나는게 순리다. 공감대같은 소리하고있네.,부정
총리 이젠 지겹네,부정
문재인 민주주의가 뭔지나 아나 ? ㅋㅋ,부정
뻔뻔한 것은 토착왜구놈들과 똑같네.......나가서 해라.... 문재인,부정
총리 개자식아,부정
"처음에는 설마 오해겠지 였는데, 사실인듯",중립
자한당 이런 운동권 주사파 쓰레기들 내년 총선에서 쓸어내야 함.,긍정
하이애나 같은 새끼...물어 뜯을줄만 아는... 자한당,긍정
이낙연 다 같이 죽잔 얘기네 ㅋ,부정
내로남불….... 더불어 민주당,부정
더불어민주당 뛰어나신 분,긍정
황교안 변명이 추하다. ,긍정
최고다...!!!! 자한당,부정
이낙연 이 인간도 선동 시작하는구나 ᆢㄷㄷ,부정
총리 온화한 표정,긍정
이낙연 대한민국 정당도 대한민국 국민도 아닙니다!!!! 국민은 다 알아버렸다!!!!,부정
이낙연 생쑈 그만해 진짜,부정
더불어 민주당 양아치당이네,부정
자한당 얼마나 교묘한지. 뒤집어 씌우기 최고네,긍정
지지했던 내가 원망스럽다. 지금이라도 어떤 생각을 가진 사람인 줄 알아서 다행이네 문재인,부정
너나 잘하세요 황교안,긍정
총선기획단에서 당장 사표내야지 ~~ 자한당,긍정
존재가 민폐 이낙연,부정
이낙연 니네가 그냥나가라,부정
자한당 대단하다,부정
당의 의견과 다른 의견을 냈다고 냅다 조지는 모습이 마치 공산당같다 이낙연,부정
니가?,중립
이낙연 쪽발당 가라고 ㅎ 왜 안받아주나,부정
총리 인생 그렇게 불투명하게 살았나? ,부정
문재인 참 잘했어요♡ 응원합니다,긍정
돌격 앞으로 ..,중립
총리 같이 상식적인 분이 어째서 단 한분밖에 없는지 이 현실이 통탄스럽다,긍정
넌 504호다,중립
더불어 민주당 총선기획단에서 당장 사표내야지 ~~,부정
총리 열등감으로 똘똘뭉쳐있네,부정
너나잘해라 주사파 빨갱아 이낙연,부정
더불어 민주당 역사에 부끄러운 독재잔당들.,부정
어휴 좀 그만좀 해라ㅡㅡ 국민을 감성팔이에 세뇌시키는구나 문재인,부정
총리 주둥이에 똥을 한 바가지 쳐 넣고 싶다,부정
몇년째 취준생 ㅠㅠ날도추운데 이기사보니 서럽네요. 금수저대통령 아버지만나 승승장구하네요.ㅜㅠ ㅅ ㅂ 욕나온다,중립
기회주의자~~하루만에 엉뚱한말이나하구~~ 민주당에 제대로된 인간이없다 총리,부정
총리 감사드립니다. 참으로...,긍정
왜 이제 니들도 찔리는게 너무많치? 죄없는데 보복하냐?죄잇음 죗값받는게 하늘의 이치인데..정치보복? 문재인,부정
이낙연 본인들 입으로 인정했다. 자신들은 다른 199개 법안보다 선거법이 중요한 당리당략에 의해 움직이는 당이라고. 정상적인 절차로 표결 진행하자고 하니까 표결 방해하고 있는 당이다. 본인들이 발의한 50개 법안도 묶여있지만 아랑곳 하지 않고있다. 이런 후안무치한 정치질에 공감하는건 태극기부대밖에 없다.,부정
지금도 충분히 잘하고 계세요 화이팅 이낙연,긍정
더불어민주당 건강 조심하시고 수고하세요,긍정
돌아이 더불어 민주당,부정
백번천번 맞는 말씀입니다. 더불어민주당,긍정
"20대 국회의 주인공은 자유한국당이다. 몽니, 고소, 막말, 비리, 성추행, 취업 청탁...  전설로 남을 것이다.",중립
기대가 큽니다 총리,긍정
황교안 같은 정치인이 필요하다,부정
소신은 좋긴하지만  이  힘든 시점에  분열을 야기한 것에 대한 책임은 져야할꺼 같은데 ㅠㅠ,중립
잘하신 결정이십니다 문재인,긍정
정말 열받게 정치하시네 황교안,긍정
지지합니다! 문재인,긍정
"문재인 국민이 똑똑해지니 죄장, 조작 하기 힘들지",부정
이대로 한결같은 모습 보여주면 미래 대권후보 감입니다. 이낙연,긍정
더불어 민주당 땡중 돈으로 잘 쳐먹고 살았냐,부정
"총리 당신네들도 이보다 더 국회를 . 마비시킨 적이 수두룩해요~^^ 참으로 뻔번하기 짝이 없네~~^^ 누구나 과거는 잊고 싶은 거니까!! 참으로 뻔뻔하게 볼모로 잡고, 떠들어 대네요~^^",부정
황교안 나의신념과 안맞으면 버린다는거~ 법이 법다워야 법인거다 니들의권세가 얼마나 갈런지~뒷감당 못할년~넘들이 온갖악행.악법은 다저지르는 말종 쓰레기들이지 4월에보자 ~,긍정
뇌가 썩었다 이낙연,부정
자한당 눈치있는놈 같으면 알아서 그만두겠지,긍정
문재인 저런 추잡 난 너가 넘 싫다 글고 표준말 좀 써라. 은근히 전라도 표심 얻으려...,부정
이낙연 너무 듬직함.. 원칙과 신념이 확고하니..이처럼 지지율이 높을 수밖에..,긍정
노답이구나 애들 부모들이 그렇게 호소했는데 지들 이권때매 거래를 시도한 당을 옹호하는 것들은 제정신인지 의심스럽다 더불어 민주당,부정
더불어 민주당 그럴거면 다른 당에서 활동해라.,부정
안보고 안듣습니다 황교안,긍정
얼마나 교묘한지. 뒤집어 씌우기 최고네 문재인,부정
너 죽는다~ 황교안,긍정
자한당 아들 까지 국회의원 되물림  이것이 좌빨의 공정한 사회 이사람 찍은 인간들은 지능이낮은건지 정신이 낮은건지 대가리에 세뇌가 박힌건지,긍정
황교안 니들은 끝났어 입으로만 나불대는 것들...,긍정
국민이 모를 줄 알지? 더불어 민주당,부정
거짓말과 막말만 하는 집단인가 보네. ㅉㅉ 황교안,긍정
귀걸이 아빠의 비리는 계속된다.,중립
눈1..까리로 다 쳐보면서도 헌실부정하는 문..빠..개1..자..슥들이 문제야? 이 기사를 보고도 비공? 4년후 퇴임하고 갖가지 무능과 비리의 처벌이 이루어질때 어떤 모습일지 진짜 궁금하다. 그때 우병우 일시적으로 출감시켜서 조사맡겨라. 비리 다 찾으면 사면시켜서 조용히 살라고 하고. 선거에서 보자. 무능 비리 종북의 아이콘들아.,중립
총리 진짜 빨갱이 인거야?,부정
이낙연 새해 벽두부터 머라 씨부리는거야...촉새 새끼가..,부정
자한당 지나가던 고양이가 웃겠다,긍정
총리 이번총선에 무조건 탈락이다 ,부정
이낙연 소신있는 행동에 경의를 표합니다,긍정
민생을 볼모로 잡는 협작꾼들 자한당,긍정
목소리로 정치하냐 이낙연,부정
자한당 저 개x끼들은 이 나라의 해충이다 이 나라의 각종 악질적인 비리집단과 족바리 간첩과 족바리의 스폰을 받는 앞잡이 개x끼들집단일뿐이다,긍정
문재인 진짜 더럽다 이쉐기야,부정
총리 당론을 밥먹듯 어기는것은 자신의 정체성과 당의 가치가 맞지 않다는것 그러면 당연히 탈당하는것이 마땅,부정
이낙연 정치꾼들  거짓말 선동에.아주익숙해요,부정
노망났나? 왜 이리 젊은사람들을 망치려하는가? ㅉㅉㅉ 문재인,부정
총리 .. 감정선동 실패 본색드러내기 시작함 ..,부정
자한당 솔직하게 사과해라 빙빙돌려서 변명하지말고!,긍정
더불어 민주당 그 더러운 쓰레기 같은 아가리로 국민들 입에 담지마라,부정
자한당 정치로 업적 달성 하기전에 사람부터 달성하삼,긍정
국민 모두를 대신해 감사드립니다~ 문재인,긍정
"자한당 없어져야 할 적폐 1호. 지금까지 못된 짓은 가장 많이 했고, 나라 파탄낸 주범들",긍정
정경심이영부인ㅋㅋㅋ미쳤구나,중립
대통령감이다. 문재인,긍정
조국 집에 여자 2명만 있었는데 검찰이 들이닥쳐 긴시간 동안 압수수색했다고 거짓 대변한 일은 참으로 대단히 놀라운 일이 아닐 수 없다.,중립
범죄행위는 누구 든지 처벌 받아야 한다 ㆍ도둑놈ㆍ강도ㆍ횡령사기 ㆍ국정농단 등 궤멸적으로 처벌해야 한다 황교안,긍정
니들은 끝났어 입으로만 나불대는 것들... 자한당,긍정
까고 있네 차기 대통령은 윤석열이다!,중립
더불어 민주당 양심없는시키들,부정
더불어 민주당 역대 이런 사악한 정권은 없었다 탄핵 가자.,부정
네 다음 뇌썩남 이낙연,부정
가짜뉴스 맞다! 사과하라! 어차피 메달권밖 목메달아~! 총리,부정
이사람은안철수하고도틀어지고 이젠하고도 틀어지면 이젠자한당?,중립
이낙연 뭐하나 아는게 없네?,부정
차기 대선주자로 아웃! 이낙연,부정
차기 정권후보에서 너희들은 부족힘이 많다 이낙연,부정
너도 위선자다. 문재인,부정
븅.. 자한당,긍정
손학규씨는 그만 나이 생각하셔서 내려오세요.,중립
이소리 저소리 하지말고 가거라. 국민들이 바보냐? 총리,부정
문재인 넌 이 시대의 대한민국 역적으로 역사에 길이 남을거다,부정
총리 민생을 볼모로 잡는 협작꾼들,부정
총리 으휴... 나라에 인물이 없냐 대통령감은 아님.,부정
총리 열나게 세워놓고 지들말 안들으니 짤라 나쁜사람들,부정
문재인 이런게 국회의원이었다는게 우리나라의 현실이다. 유권자들아 정신 좀 챙기자.,부정
더불어 민주당 공감대'를 못 만들고 있잖니? 그니까 이제 bye~^^,부정
이낙연 모조리 잘라라.,부정
문재인 잘 하셨어요,긍정
♥끝까지 지지합니다! 부평초같은 인생들 신경쓰지마시고 마지막까지라도 40~45프로는 당신을 지지할것이며 진짜 적폐의 뿌리를 뽑는데 앞장설것입니다!!..♥ 문재인,긍정
무슨말이 필요해. 서초동 가즈아~,중립
같은 사람만 있으면 좋겠네요 ^^ 총리,긍정
민생 법안은 안중에도 없고 지들 밥그릇 챙기기에만급급 각오해라. 문재인,부정
문재인 니들 참으로 악마고 사탄이다.,부정
황교안 검찰 끄나풀이 주제에..합리적 정치..??? ㅋㅋㅋㅋ,긍정
야옹이가 니뒤에서 지켜보고있다.,중립
문재인 많이 해쳐먹던게 언제라고 반성은안하고 . 일본놈들 같이 숨기고 덮으려 하나,부정
적극적으로 후원과 지지를 보냅니다 힘 잃지 마세요 자한당,부정
낚시 잘하네 황교안,긍정
